#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 45385037  37  12   u    0       0          1              1      HE    20    55      3
 45385837  37  12   u    0       0          1              2      HE    22    55      3
 45386037  37  12   u    0       0          1              3      HE    24    55      3
 45286037  37  12   u    0       0          1              4      HE    24    55      2
 45286837  37  12   u    0       0          1              5      HE    26    55      2
 45686037  37  12   u    0       0          2              0      HE    24    55      6
 45586037  37  12   u    0       0          2              1      HE    24    55      5
 45586837  37  12   u    0       0          2              2      HE    26    55      5
 45686837  37  12   u    0       0          2              3      HE    26    55      6
 45384C37  37  12   u    0       0          2              4      HE    19    55      3
 45386837  37  12   u    0       0          2              5      HE    26    55      3
 45584C37  37  12   u    0       0          3              0      HE    19    55      5
 45486837  37  12   u    0       0          3              1      HE    26    55      4
 45685037  37  12   u    0       0          3              2      HE    20    55      6
 45585037  37  12   u    0       0          3              3      HE    20    55      5
 45585837  37  12   u    0       0          3              4      HE    22    55      5
 45685837  37  12   u    0       0          3              5      HE    22    55      6
 45184C37  37  12   u    0       0          4              0      HE    19    55      1
 45185037  37  12   u    0       0          4              1      HE    20    55      1
 45185837  37  12   u    0       0          4              2      HE    22    55      1
 45186037  37  12   u    0       0          4              3      HE    24    55      1
 45484C37  37  12   u    0       0          4              4      HE    19    55      4
 45186837  37  12   u    0       0          4              5      HE    26    55      1
 45684C37  37  12   u    0       0          5              0      HE    19    55      6
 45486037  37  12   u    0       0          5              1      HE    24    55      4
 45285837  37  12   u    0       0          5              2      HE    22    55      2
 45285037  37  12   u    0       0          5              3      HE    20    55      2
 45485837  37  12   u    0       0          5              4      HE    22    55      4
 45485037  37  12   u    0       0          5              5      HE    20    55      4
 45584C38  37  12   u    0       0          6              0      HE    19    56      5
 45684C38  37  12   u    0       0          6              1      HE    19    56      6
 45285437  37  12   u    0       0          6              2      HE    21    55      2
 45285038  37  12   u    0       0          6              3      HE    20    56      2
 45485437  37  12   u    0       0          6              4      HE    21    55      4
 45485038  37  12   u    0       0          6              5      HE    20    56      4
 45184C38  37  12   u    0       0          7              0      HE    19    56      1
 45185038  37  12   u    0       0          7              1      HE    20    56      1
 45185437  37  12   u    0       0          7              2      HE    21    55      1
 45185C37  37  12   u    0       0          7              3      HE    23    55      1
 45484C38  37  12   u    0       0          7              4      HE    19    56      4
 45186437  37  12   u    0       0          7              5      HE    25    55      1
 45685C37  37  12   u    0       0          8              0      HE    23    55      6
 45486437  37  12   u    0       0          8              1      HE    25    55      4
 45585038  37  12   u    0       0          8              2      HE    20    56      5
 45685437  37  12   u    0       0          8              3      HE    21    55      6
 45485C37  37  12   u    0       0          8              4      HE    23    55      4
 45685038  37  12   u    0       0          8              5      HE    20    56      6
 45585437  37  12   u    0       0          9              0      HE    21    55      5
 45585C37  37  12   u    0       0          9              1      HE    23    55      5
 45686437  37  12   u    0       0          9              2      HE    25    55      6
 45586437  37  12   u    0       0          9              3      HE    25    55      5
 45384C38  37  12   u    0       0          9              4      HE    19    56      3
 45386437  37  12   u    0       0          9              5      HE    25    55      3
 45284C38  37  12   u    0       0         10              0      HE    19    56      2
 45385038  37  12   u    0       0         10              1      HE    20    56      3
 45385437  37  12   u    0       0         10              2      HE    21    55      3
 45385C37  37  12   u    0       0         10              3      HE    23    55      3
 45285C37  37  12   u    0       0         10              4      HE    23    55      2
 45286437  37  12   u    0       0         10              5      HE    25    55      2
 4E229B70  37  12   u    0       0         11              0 CALIB_HE     1    55      0
 4E229B71  37  12   u    0       0         11              1 CALIB_HE     1    55      1
 4E229B72  37  12   u    0       0         11              2 CALIB_HE     1    55      2
 4E229B73  37  12   u    0       0         11              3 CALIB_HE     1    55      3
 4E229B74  37  12   u    0       0         11              4 CALIB_HE     1    55      4
 4E229B75  37  12   u    0       0         11              5 CALIB_HE     1    55      5
 45284C39  37  12   u    0       0         13              0      HE    19    57      2
 45385039  37  12   u    0       0         13              1      HE    20    57      3
 45385439  37  12   u    0       0         13              2      HE    21    57      3
 45385C39  37  12   u    0       0         13              3      HE    23    57      3
 45285C39  37  12   u    0       0         13              4      HE    23    57      2
 45286439  37  12   u    0       0         13              5      HE    25    57      2
 45685C39  37  12   u    0       0         14              0      HE    23    57      6
 45585C39  37  12   u    0       0         14              1      HE    23    57      5
 45586439  37  12   u    0       0         14              2      HE    25    57      5
 45686439  37  12   u    0       0         14              3      HE    25    57      6
 45384C39  37  12   u    0       0         14              4      HE    19    57      3
 45386439  37  12   u    0       0         14              5      HE    25    57      3
 45584C39  37  12   u    0       0         15              0      HE    19    57      5
 45486439  37  12   u    0       0         15              1      HE    25    57      4
 45685039  37  12   u    0       0         15              2      HE    20    57      6
 45585039  37  12   u    0       0         15              3      HE    20    57      5
 45585439  37  12   u    0       0         15              4      HE    21    57      5
 45685439  37  12   u    0       0         15              5      HE    21    57      6
 45184C39  37  12   u    0       0         16              0      HE    19    57      1
 45185039  37  12   u    0       0         16              1      HE    20    57      1
 45185439  37  12   u    0       0         16              2      HE    21    57      1
 45185C39  37  12   u    0       0         16              3      HE    23    57      1
 45484C39  37  12   u    0       0         16              4      HE    19    57      4
 45186439  37  12   u    0       0         16              5      HE    25    57      1
 45684C39  37  12   u    0       0         17              0      HE    19    57      6
 45485C39  37  12   u    0       0         17              1      HE    23    57      4
 45285439  37  12   u    0       0         17              2      HE    21    57      2
 45285039  37  12   u    0       0         17              3      HE    20    57      2
 45485439  37  12   u    0       0         17              4      HE    21    57      4
 45485039  37  12   u    0       0         17              5      HE    20    57      4
 45584C3A  37  12   u    0       0         18              0      HE    19    58      5
 45684C3A  37  12   u    0       0         18              1      HE    19    58      6
 45285839  37  12   u    0       0         18              2      HE    22    57      2
 4528503A  37  12   u    0       0         18              3      HE    20    58      2
 45485839  37  12   u    0       0         18              4      HE    22    57      4
 4548503A  37  12   u    0       0         18              5      HE    20    58      4
 45184C3A  37  12   u    0       0         19              0      HE    19    58      1
 4518503A  37  12   u    0       0         19              1      HE    20    58      1
 45185839  37  12   u    0       0         19              2      HE    22    57      1
 45186039  37  12   u    0       0         19              3      HE    24    57      1
 45484C3A  37  12   u    0       0         19              4      HE    19    58      4
 45186839  37  12   u    0       0         19              5      HE    26    57      1
 45686039  37  12   u    0       0         20              0      HE    24    57      6
 45486839  37  12   u    0       0         20              1      HE    26    57      4
 4558503A  37  12   u    0       0         20              2      HE    20    58      5
 45685839  37  12   u    0       0         20              3      HE    22    57      6
 45486039  37  12   u    0       0         20              4      HE    24    57      4
 4568503A  37  12   u    0       0         20              5      HE    20    58      6
 45585839  37  12   u    0       0         21              0      HE    22    57      5
 45586039  37  12   u    0       0         21              1      HE    24    57      5
 45686839  37  12   u    0       0         21              2      HE    26    57      6
 45586839  37  12   u    0       0         21              3      HE    26    57      5
 45384C3A  37  12   u    0       0         21              4      HE    19    58      3
 45386839  37  12   u    0       0         21              5      HE    26    57      3
 45284C3A  37  12   u    0       0         22              0      HE    19    58      2
 4538503A  37  12   u    0       0         22              1      HE    20    58      3
 45385839  37  12   u    0       0         22              2      HE    22    57      3
 45386039  37  12   u    0       0         22              3      HE    24    57      3
 45286039  37  12   u    0       0         22              4      HE    24    57      2
 45286839  37  12   u    0       0         22              5      HE    26    57      2
 4E229B76  37  12   u    0       0         23              0 CALIB_HE     1    55      6
 4E231818  38   6   u    0       0          0              0 CALIB_HF     1     1      8
 4E231810  38   6   u    0       0          0              1 CALIB_HF     1     1      0
 4E231811  38   6   u    0       0          0              2 CALIB_HF     1     1      1
 4E231938  38   6   u    0       0          1              0 CALIB_HF     1    19      8
 4E231930  38   6   u    0       0          1              1 CALIB_HF     1    19      0
 4E231931  38   6   u    0       0          1              2 CALIB_HF     1    19      1
 4E231A58  38   6   u    0       0          2              0 CALIB_HF     1    37      8
 4E231A50  38   6   u    0       0          2              1 CALIB_HF     1    37      0
 4E231A51  38   6   u    0       0          2              2 CALIB_HF     1    37      1
 4E231B78  38   6   u    0       0          3              0 CALIB_HF     1    55      8
 4E231B70  38   6   u    0       0          3              1 CALIB_HF     1    55      0
 4E231B71  38   6   u    0       0          3              2 CALIB_HF     1    55      1
 4E231819  38   6   u    0       0          3              3 CALIB_HF     1     1      9
 4E230818  38   6   u    0       0          4              0 CALIB_HF    -1     1      8
 4E230810  38   6   u    0       0          4              1 CALIB_HF    -1     1      0
 4E230811  38   6   u    0       0          4              2 CALIB_HF    -1     1      1
 4E230938  38   6   u    0       0          5              0 CALIB_HF    -1    19      8
 4E230930  38   6   u    0       0          5              1 CALIB_HF    -1    19      0
 4E230931  38   6   u    0       0          5              2 CALIB_HF    -1    19      1
 4E230A58  38   6   u    0       0          6              0 CALIB_HF    -1    37      8
 4E230A50  38   6   u    0       0          6              1 CALIB_HF    -1    37      0
 4E230A51  38   6   u    0       0          6              2 CALIB_HF    -1    37      1
 4E230B78  38   6   u    0       0          7              0 CALIB_HF    -1    55      8
 4E230B70  38   6   u    0       0          7              1 CALIB_HF    -1    55      0
 4E230B71  38   6   u    0       0          7              2 CALIB_HF    -1    55      1
 4E230819  38   6   u    0       0          7              3 CALIB_HF    -1     1      9
 4E2A0005  38   9   u    0       0          0              0  LASMON     0     0      5
 4E2A0025  38   9   u    0       0          1              0  LASMON     0     1      5
 4E2A0045  38   9   u    0       0          2              0  LASMON     0     2      5
 4E2A0065  38   9   u    0       0          3              0  LASMON     0     3      5
 4E2A0085  38   9   u    0       0          4              0  LASMON     0     4      5
 4E2A00A5  38   9   u    0       0          5              0  LASMON     0     5      5
 4E2A00C5  38   9   u    0       0          6              0  LASMON     0     6      5
 4E2A00E5  38   9   u    0       0          7              0  LASMON     0     7      5
 4E2A0105  38   9   u    0       0          8              0  LASMON     0     8      5
 4E2A0125  38   9   u    0       0          9              0  LASMON     0     9      5
 4E2A0145  38   9   u    0       0         10              0  LASMON     0    10      5
 4E2A0165  38   9   u    0       0         11              0  LASMON     0    11      5
 4E2A0185  38   9   u    0       0         12              0  LASMON     0    12      5
 4E2A01A5  38   9   u    0       0         13              0  LASMON     0    13      5
 4E2A01C5  38   9   u    0       0         14              0  LASMON     0    14      5
 4E2A01E5  38   9   u    0       0         15              0  LASMON     0    15      5
 4E2A0205  38   9   u    0       0         16              0  LASMON     0    16      5
 4E2A0225  38   9   u    0       0         17              0  LASMON     0    17      5
 4E2A0245  38   9   u    0       0         18              0  LASMON     0    18      5
 4E2A0265  38   9   u    0       0         19              0  LASMON     0    19      5
 4E2A0285  38   9   u    0       0         20              0  LASMON     0    20      5
 4E2A02A5  38   9   u    0       0         21              0  LASMON     0    21      5
 4E2A02C5  38   9   u    0       0         22              0  LASMON     0    22      5
 4E2A02E5  38   9   u    0       0         23              0  LASMON     0    23      5
 4A00008B  20   1   u    0       0          0              0      HT    -1    11      0
 4A00008C  20   1   u    0       0          0              1      HT    -1    12      0
 4A00008D  20   1   u    0       0          0              2      HT    -1    13      0
 4A00008E  20   1   u    0       0          0              3      HT    -1    14      0
 4A00010B  20   1   u    0       0          0              4      HT    -2    11      0
 4A00010C  20   1   u    0       0          0              5      HT    -2    12      0
 4A00010D  20   1   u    0       0          0              6      HT    -2    13      0
 4A00010E  20   1   u    0       0          0              7      HT    -2    14      0
 4A00018B  20   1   u    0       0          1              0      HT    -3    11      0
 4A00018C  20   1   u    0       0          1              1      HT    -3    12      0
 4A00018D  20   1   u    0       0          1              2      HT    -3    13      0
 4A00018E  20   1   u    0       0          1              3      HT    -3    14      0
 4A00020B  20   1   u    0       0          1              4      HT    -4    11      0
 4A00020C  20   1   u    0       0          1              5      HT    -4    12      0
 4A00020D  20   1   u    0       0          1              6      HT    -4    13      0
 4A00020E  20   1   u    0       0          1              7      HT    -4    14      0
 4A00028B  20   1   u    0       0          2              0      HT    -5    11      0
 4A00028C  20   1   u    0       0          2              1      HT    -5    12      0
 4A00028D  20   1   u    0       0          2              2      HT    -5    13      0
 4A00028E  20   1   u    0       0          2              3      HT    -5    14      0
 4A00030B  20   1   u    0       0          2              4      HT    -6    11      0
 4A00030C  20   1   u    0       0          2              5      HT    -6    12      0
 4A00030D  20   1   u    0       0          2              6      HT    -6    13      0
 4A00030E  20   1   u    0       0          2              7      HT    -6    14      0
 4A00038B  20   1   u    0       0          3              0      HT    -7    11      0
 4A00038C  20   1   u    0       0          3              1      HT    -7    12      0
 4A00038D  20   1   u    0       0          3              2      HT    -7    13      0
 4A00038E  20   1   u    0       0          3              3      HT    -7    14      0
 4A00040B  20   1   u    0       0          3              4      HT    -8    11      0
 4A00040C  20   1   u    0       0          3              5      HT    -8    12      0
 4A00040D  20   1   u    0       0          3              6      HT    -8    13      0
 4A00040E  20   1   u    0       0          3              7      HT    -8    14      0
 4A00048B  20   1   u    0       0          4              0      HT    -9    11      0
 4A00048C  20   1   u    0       0          4              1      HT    -9    12      0
 4A00048D  20   1   u    0       0          4              2      HT    -9    13      0
 4A00048E  20   1   u    0       0          4              3      HT    -9    14      0
 4A00050B  20   1   u    0       0          4              4      HT   -10    11      0
 4A00050C  20   1   u    0       0          4              5      HT   -10    12      0
 4A00050D  20   1   u    0       0          4              6      HT   -10    13      0
 4A00050E  20   1   u    0       0          4              7      HT   -10    14      0
 4A00058B  20   1   u    0       0          5              0      HT   -11    11      0
 4A00058C  20   1   u    0       0          5              1      HT   -11    12      0
 4A00058D  20   1   u    0       0          5              2      HT   -11    13      0
 4A00058E  20   1   u    0       0          5              3      HT   -11    14      0
 4A00060B  20   1   u    0       0          5              4      HT   -12    11      0
 4A00060C  20   1   u    0       0          5              5      HT   -12    12      0
 4A00060D  20   1   u    0       0          5              6      HT   -12    13      0
 4A00060E  20   1   u    0       0          5              7      HT   -12    14      0
 4A00068B  20   2   u    0       0          0              0      HT   -13    11      0
 4A00068C  20   2   u    0       0          0              1      HT   -13    12      0
 4A00068D  20   2   u    0       0          0              2      HT   -13    13      0
 4A00068E  20   2   u    0       0          0              3      HT   -13    14      0
 4A00070B  20   2   u    0       0          0              4      HT   -14    11      0
 4A00070C  20   2   u    0       0          0              5      HT   -14    12      0
 4A00070D  20   2   u    0       0          0              6      HT   -14    13      0
 4A00070E  20   2   u    0       0          0              7      HT   -14    14      0
 4A00078B  20   2   u    0       0          1              0      HT   -15    11      0
 4A00078C  20   2   u    0       0          1              1      HT   -15    12      0
 4A00078D  20   2   u    0       0          1              2      HT   -15    13      0
 4A00078E  20   2   u    0       0          1              3      HT   -15    14      0
 4A00080B  20   2   u    0       0          1              4      HT   -16    11      0
 4A00080C  20   2   u    0       0          1              5      HT   -16    12      0
 4A00080D  20   2   u    0       0          1              6      HT   -16    13      0
 4A00080E  20   2   u    0       0          1              7      HT   -16    14      0
 4A00088B  20   2   u    0       0          2              0      HT   -17    11      0
 4A00088C  20   2   u    0       0          2              1      HT   -17    12      0
 4A00088D  20   2   u    0       0          2              2      HT   -17    13      0
 4A00088E  20   2   u    0       0          2              3      HT   -17    14      0
 4A00090B  20   2   u    0       0          2              4      HT   -18    11      0
 4A00090C  20   2   u    0       0          2              5      HT   -18    12      0
 4A00090D  20   2   u    0       0          2              6      HT   -18    13      0
 4A00090E  20   2   u    0       0          2              7      HT   -18    14      0
 4A000D8B  20   2   u    0       0          3              0      HT   -27    11      0
 4A000D8C  20   2   u    0       0          3              1      HT   -27    12      0
 4A000D8D  20   2   u    0       0          3              2      HT   -27    13      0
 4A000D8E  20   2   u    0       0          3              3      HT   -27    14      0
 4A000E0B  20   2   u    0       0          3              4      HT   -28    11      0
 4A000E0C  20   2   u    0       0          3              5      HT   -28    12      0
 4A000E0D  20   2   u    0       0          3              6      HT   -28    13      0
 4A000E0E  20   2   u    0       0          3              7      HT   -28    14      0
 4A00098B  20   3   u    0       0          0              0      HT   -19    11      0
 4A00098C  20   3   u    0       0          0              1      HT   -19    12      0
 4A00098D  20   3   u    0       0          0              2      HT   -19    13      0
 4A00098E  20   3   u    0       0          0              3      HT   -19    14      0
 4A000A0B  20   3   u    0       0          0              4      HT   -20    11      0
 4A000A0C  20   3   u    0       0          0              5      HT   -20    12      0
 4A000A0D  20   3   u    0       0          0              6      HT   -20    13      0
 4A000A0E  20   3   u    0       0          0              7      HT   -20    14      0
 4A000A8B  20   3   u    0       0          1              0      HT   -21    11      0
 4A000A8C  20   3   u    0       0          1              1      HT   -21    12      0
 4A000A8D  20   3   u    0       0          1              2      HT   -21    13      0
 4A000A8E  20   3   u    0       0          1              3      HT   -21    14      0
 4A000B0B  20   3   u    0       0          1              4      HT   -22    11      0
 4A000B0C  20   3   u    0       0          1              5      HT   -22    12      0
 4A000B0D  20   3   u    0       0          1              6      HT   -22    13      0
 4A000B0E  20   3   u    0       0          1              7      HT   -22    14      0
 4A000B8B  20   3   u    0       0          2              0      HT   -23    11      0
 4A000B8C  20   3   u    0       0          2              1      HT   -23    12      0
 4A000B8D  20   3   u    0       0          2              2      HT   -23    13      0
 4A000B8E  20   3   u    0       0          2              3      HT   -23    14      0
 4A000C0B  20   3   u    0       0          2              4      HT   -24    11      0
 4A000C0C  20   3   u    0       0          2              5      HT   -24    12      0
 4A000C0D  20   3   u    0       0          2              6      HT   -24    13      0
 4A000C0E  20   3   u    0       0          2              7      HT   -24    14      0
 4A000C8B  20   3   u    0       0          3              0      HT   -25    11      0
 4A000C8C  20   3   u    0       0          3              1      HT   -25    12      0
 4A000C8D  20   3   u    0       0          3              2      HT   -25    13      0
 4A000C8E  20   3   u    0       0          3              3      HT   -25    14      0
 4A000D0B  20   3   u    0       0          3              4      HT   -26    11      0
 4A000D0C  20   3   u    0       0          3              5      HT   -26    12      0
 4A000D0D  20   3   u    0       0          3              6      HT   -26    13      0
 4A000D0E  20   3   u    0       0          3              7      HT   -26    14      0
 4A00008F  20   4   u    0       0          0              0      HT    -1    15      0
 4A000090  20   4   u    0       0          0              1      HT    -1    16      0
 4A000091  20   4   u    0       0          0              2      HT    -1    17      0
 4A000092  20   4   u    0       0          0              3      HT    -1    18      0
 4A00010F  20   4   u    0       0          0              4      HT    -2    15      0
 4A000110  20   4   u    0       0          0              5      HT    -2    16      0
 4A000111  20   4   u    0       0          0              6      HT    -2    17      0
 4A000112  20   4   u    0       0          0              7      HT    -2    18      0
 4A00018F  20   4   u    0       0          1              0      HT    -3    15      0
 4A000190  20   4   u    0       0          1              1      HT    -3    16      0
 4A000191  20   4   u    0       0          1              2      HT    -3    17      0
 4A000192  20   4   u    0       0          1              3      HT    -3    18      0
 4A00020F  20   4   u    0       0          1              4      HT    -4    15      0
 4A000210  20   4   u    0       0          1              5      HT    -4    16      0
 4A000211  20   4   u    0       0          1              6      HT    -4    17      0
 4A000212  20   4   u    0       0          1              7      HT    -4    18      0
 4A00028F  20   4   u    0       0          2              0      HT    -5    15      0
 4A000290  20   4   u    0       0          2              1      HT    -5    16      0
 4A000291  20   4   u    0       0          2              2      HT    -5    17      0
 4A000292  20   4   u    0       0          2              3      HT    -5    18      0
 4A00030F  20   4   u    0       0          2              4      HT    -6    15      0
 4A000310  20   4   u    0       0          2              5      HT    -6    16      0
 4A000311  20   4   u    0       0          2              6      HT    -6    17      0
 4A000312  20   4   u    0       0          2              7      HT    -6    18      0
 4A00038F  20   4   u    0       0          3              0      HT    -7    15      0
 4A000390  20   4   u    0       0          3              1      HT    -7    16      0
 4A000391  20   4   u    0       0          3              2      HT    -7    17      0
 4A000392  20   4   u    0       0          3              3      HT    -7    18      0
 4A00040F  20   4   u    0       0          3              4      HT    -8    15      0
 4A000410  20   4   u    0       0          3              5      HT    -8    16      0
 4A000411  20   4   u    0       0          3              6      HT    -8    17      0
 4A000412  20   4   u    0       0          3              7      HT    -8    18      0
 4A00048F  20   4   u    0       0          4              0      HT    -9    15      0
 4A000490  20   4   u    0       0          4              1      HT    -9    16      0
 4A000491  20   4   u    0       0          4              2      HT    -9    17      0
 4A000492  20   4   u    0       0          4              3      HT    -9    18      0
 4A00050F  20   4   u    0       0          4              4      HT   -10    15      0
 4A000510  20   4   u    0       0          4              5      HT   -10    16      0
 4A000511  20   4   u    0       0          4              6      HT   -10    17      0
 4A000512  20   4   u    0       0          4              7      HT   -10    18      0
 4A00058F  20   4   u    0       0          5              0      HT   -11    15      0
 4A000590  20   4   u    0       0          5              1      HT   -11    16      0
 4A000591  20   4   u    0       0          5              2      HT   -11    17      0
 4A000592  20   4   u    0       0          5              3      HT   -11    18      0
 4A00060F  20   4   u    0       0          5              4      HT   -12    15      0
 4A000610  20   4   u    0       0          5              5      HT   -12    16      0
 4A000611  20   4   u    0       0          5              6      HT   -12    17      0
 4A000612  20   4   u    0       0          5              7      HT   -12    18      0
 4A00068F  20   5   u    0       0          0              0      HT   -13    15      0
 4A000690  20   5   u    0       0          0              1      HT   -13    16      0
 4A000691  20   5   u    0       0          0              2      HT   -13    17      0
 4A000692  20   5   u    0       0          0              3      HT   -13    18      0
 4A00070F  20   5   u    0       0          0              4      HT   -14    15      0
 4A000710  20   5   u    0       0          0              5      HT   -14    16      0
 4A000711  20   5   u    0       0          0              6      HT   -14    17      0
 4A000712  20   5   u    0       0          0              7      HT   -14    18      0
 4A00078F  20   5   u    0       0          1              0      HT   -15    15      0
 4A000790  20   5   u    0       0          1              1      HT   -15    16      0
 4A000791  20   5   u    0       0          1              2      HT   -15    17      0
 4A000792  20   5   u    0       0          1              3      HT   -15    18      0
 4A00080F  20   5   u    0       0          1              4      HT   -16    15      0
 4A000810  20   5   u    0       0          1              5      HT   -16    16      0
 4A000811  20   5   u    0       0          1              6      HT   -16    17      0
 4A000812  20   5   u    0       0          1              7      HT   -16    18      0
 4A00088F  20   5   u    0       0          2              0      HT   -17    15      0
 4A000890  20   5   u    0       0          2              1      HT   -17    16      0
 4A000891  20   5   u    0       0          2              2      HT   -17    17      0
 4A000892  20   5   u    0       0          2              3      HT   -17    18      0
 4A00090F  20   5   u    0       0          2              4      HT   -18    15      0
 4A000910  20   5   u    0       0          2              5      HT   -18    16      0
 4A000911  20   5   u    0       0          2              6      HT   -18    17      0
 4A000912  20   5   u    0       0          2              7      HT   -18    18      0
 4A000D8F  20   5   u    0       0          3              0      HT   -27    15      0
 4A000D90  20   5   u    0       0          3              1      HT   -27    16      0
 4A000D91  20   5   u    0       0          3              2      HT   -27    17      0
 4A000D92  20   5   u    0       0          3              3      HT   -27    18      0
 4A000E0F  20   5   u    0       0          3              4      HT   -28    15      0
 4A000E10  20   5   u    0       0          3              5      HT   -28    16      0
 4A000E11  20   5   u    0       0          3              6      HT   -28    17      0
 4A000E12  20   5   u    0       0          3              7      HT   -28    18      0
 4A00098F  20   6   u    0       0          0              0      HT   -19    15      0
 4A000990  20   6   u    0       0          0              1      HT   -19    16      0
 4A000991  20   6   u    0       0          0              2      HT   -19    17      0
 4A000992  20   6   u    0       0          0              3      HT   -19    18      0
 4A000A0F  20   6   u    0       0          0              4      HT   -20    15      0
 4A000A10  20   6   u    0       0          0              5      HT   -20    16      0
 4A000A11  20   6   u    0       0          0              6      HT   -20    17      0
 4A000A12  20   6   u    0       0          0              7      HT   -20    18      0
 4A000A8F  20   6   u    0       0          1              0      HT   -21    15      0
 4A000A90  20   6   u    0       0          1              1      HT   -21    16      0
 4A000A91  20   6   u    0       0          1              2      HT   -21    17      0
 4A000A92  20   6   u    0       0          1              3      HT   -21    18      0
 4A000B0F  20   6   u    0       0          1              4      HT   -22    15      0
 4A000B10  20   6   u    0       0          1              5      HT   -22    16      0
 4A000B11  20   6   u    0       0          1              6      HT   -22    17      0
 4A000B12  20   6   u    0       0          1              7      HT   -22    18      0
 4A000B8F  20   6   u    0       0          2              0      HT   -23    15      0
 4A000B90  20   6   u    0       0          2              1      HT   -23    16      0
 4A000B91  20   6   u    0       0          2              2      HT   -23    17      0
 4A000B92  20   6   u    0       0          2              3      HT   -23    18      0
 4A000C0F  20   6   u    0       0          2              4      HT   -24    15      0
 4A000C10  20   6   u    0       0          2              5      HT   -24    16      0
 4A000C11  20   6   u    0       0          2              6      HT   -24    17      0
 4A000C12  20   6   u    0       0          2              7      HT   -24    18      0
 4A000C8F  20   6   u    0       0          3              0      HT   -25    15      0
 4A000C90  20   6   u    0       0          3              1      HT   -25    16      0
 4A000C91  20   6   u    0       0          3              2      HT   -25    17      0
 4A000C92  20   6   u    0       0          3              3      HT   -25    18      0
 4A000D0F  20   6   u    0       0          3              4      HT   -26    15      0
 4A000D10  20   6   u    0       0          3              5      HT   -26    16      0
 4A000D11  20   6   u    0       0          3              6      HT   -26    17      0
 4A000D12  20   6   u    0       0          3              7      HT   -26    18      0
 4A00208B  20   7   u    0       0          0              0      HT     1    11      0
 4A00208C  20   7   u    0       0          0              1      HT     1    12      0
 4A00208D  20   7   u    0       0          0              2      HT     1    13      0
 4A00208E  20   7   u    0       0          0              3      HT     1    14      0
 4A00210B  20   7   u    0       0          0              4      HT     2    11      0
 4A00210C  20   7   u    0       0          0              5      HT     2    12      0
 4A00210D  20   7   u    0       0          0              6      HT     2    13      0
 4A00210E  20   7   u    0       0          0              7      HT     2    14      0
 4A00218B  20   7   u    0       0          1              0      HT     3    11      0
 4A00218C  20   7   u    0       0          1              1      HT     3    12      0
 4A00218D  20   7   u    0       0          1              2      HT     3    13      0
 4A00218E  20   7   u    0       0          1              3      HT     3    14      0
 4A00220B  20   7   u    0       0          1              4      HT     4    11      0
 4A00220C  20   7   u    0       0          1              5      HT     4    12      0
 4A00220D  20   7   u    0       0          1              6      HT     4    13      0
 4A00220E  20   7   u    0       0          1              7      HT     4    14      0
 4A00228B  20   7   u    0       0          2              0      HT     5    11      0
 4A00228C  20   7   u    0       0          2              1      HT     5    12      0
 4A00228D  20   7   u    0       0          2              2      HT     5    13      0
 4A00228E  20   7   u    0       0          2              3      HT     5    14      0
 4A00230B  20   7   u    0       0          2              4      HT     6    11      0
 4A00230C  20   7   u    0       0          2              5      HT     6    12      0
 4A00230D  20   7   u    0       0          2              6      HT     6    13      0
 4A00230E  20   7   u    0       0          2              7      HT     6    14      0
 4A00238B  20   7   u    0       0          3              0      HT     7    11      0
 4A00238C  20   7   u    0       0          3              1      HT     7    12      0
 4A00238D  20   7   u    0       0          3              2      HT     7    13      0
 4A00238E  20   7   u    0       0          3              3      HT     7    14      0
 4A00240B  20   7   u    0       0          3              4      HT     8    11      0
 4A00240C  20   7   u    0       0          3              5      HT     8    12      0
 4A00240D  20   7   u    0       0          3              6      HT     8    13      0
 4A00240E  20   7   u    0       0          3              7      HT     8    14      0
 4A00248B  20   7   u    0       0          4              0      HT     9    11      0
 4A00248C  20   7   u    0       0          4              1      HT     9    12      0
 4A00248D  20   7   u    0       0          4              2      HT     9    13      0
 4A00248E  20   7   u    0       0          4              3      HT     9    14      0
 4A00250B  20   7   u    0       0          4              4      HT    10    11      0
 4A00250C  20   7   u    0       0          4              5      HT    10    12      0
 4A00250D  20   7   u    0       0          4              6      HT    10    13      0
 4A00250E  20   7   u    0       0          4              7      HT    10    14      0
 4A00258B  20   7   u    0       0          5              0      HT    11    11      0
 4A00258C  20   7   u    0       0          5              1      HT    11    12      0
 4A00258D  20   7   u    0       0          5              2      HT    11    13      0
 4A00258E  20   7   u    0       0          5              3      HT    11    14      0
 4A00260B  20   7   u    0       0          5              4      HT    12    11      0
 4A00260C  20   7   u    0       0          5              5      HT    12    12      0
 4A00260D  20   7   u    0       0          5              6      HT    12    13      0
 4A00260E  20   7   u    0       0          5              7      HT    12    14      0
 4A00268B  20   8   u    0       0          0              0      HT    13    11      0
 4A00268C  20   8   u    0       0          0              1      HT    13    12      0
 4A00268D  20   8   u    0       0          0              2      HT    13    13      0
 4A00268E  20   8   u    0       0          0              3      HT    13    14      0
 4A00270B  20   8   u    0       0          0              4      HT    14    11      0
 4A00270C  20   8   u    0       0          0              5      HT    14    12      0
 4A00270D  20   8   u    0       0          0              6      HT    14    13      0
 4A00270E  20   8   u    0       0          0              7      HT    14    14      0
