#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 43183C0E  20   8   u    0       0          9              0      HB    15    14      1
 4318340E  20   8   u    0       0          9              1      HB    13    14      1
 4318400E  20   8   u    0       0          9              2      HB    16    14      1
 4E2258B0  20   8   u    0       0         10              0 CALIB_HB     1    11      0
 4E2258B1  20   8   u    0       0         10              1 CALIB_HB     1    11      1
 4E2258B2  20   8   u    0       0         10              2 CALIB_HB     1    11      2
 4518740B  20   8   u    0       0         12              0      HE    29    11      1
 4518700B  20   8   u    0       0         12              1      HE    28    11      1
 4528480B  20   8   u    0       0         12              2      HE    18    11      2
 4528440B  20   8   u    0       0         12              3      HE    17    11      2
 4548400B  20   8   u    0       0         12              4      HE    16    11      4
 4528740B  20   8   u    0       0         12              5      HE    29    11      2
 4528700B  20   8   u    0       0         13              0      HE    28    11      2
 4558700B  20   8   u    0       0         13              1      HE    28    11      5
 4538700B  20   8   u    0       0         13              2      HE    28    11      3
 4578700B  20   8   u    0       0         13              3      HE    28    11      7
 4578680B  20   8   u    0       0         13              4      HE    26    11      7
 4568700B  20   8   u    0       0         13              5      HE    28    11      6
 4538480B  20   8   u    0       0         14              0      HE    18    11      3
 4548700B  20   8   u    0       0         14              1      HE    28    11      4
 4538440B  20   8   u    0       0         14              2      HE    17    11      3
 4558480B  20   8   u    0       0         14              3      HE    18    11      5
 4518480B  20   8   u    0       0         14              4      HE    18    11      1
 4548480B  20   8   u    0       0         14              5      HE    18    11      4
 4518480C  20   8   u    0       0         15              0      HE    18    12      1
 4548480C  20   8   u    0       0         15              1      HE    18    12      4
 4558480C  20   8   u    0       0         15              2      HE    18    12      5
 4538440C  20   8   u    0       0         15              3      HE    17    12      3
 45486C0B  20   8   u    0       0         15              4      HE    27    11      4
 4538480C  20   8   u    0       0         15              5      HE    18    12      3
 45786C0B  20   8   u    0       0         16              0      HE    27    11      7
 45386C0B  20   8   u    0       0         16              1      HE    27    11      3
 45586C0B  20   8   u    0       0         16              2      HE    27    11      5
 45686C0B  20   8   u    0       0         16              3      HE    27    11      6
 4538740B  20   8   u    0       0         16              4      HE    29    11      3
 45186C0B  20   8   u    0       0         17              0      HE    27    11      1
 4528480C  20   8   u    0       0         17              2      HE    18    12      2
 4528440C  20   8   u    0       0         17              3      HE    17    12      2
 4548400C  20   8   u    0       0         17              4      HE    16    12      4
 45286C0B  20   8   u    0       0         17              5      HE    27    11      2
 45186C0D  20   8   u    0       0         18              0      HE    27    13      1
 4528480D  20   8   u    0       0         18              2      HE    18    13      2
 4528440D  20   8   u    0       0         18              3      HE    17    13      2
 4548400D  20   8   u    0       0         18              4      HE    16    13      4
 45286C0D  20   8   u    0       0         18              5      HE    27    13      2
 45586C0D  20   8   u    0       0         19              1      HE    27    13      5
 45386C0D  20   8   u    0       0         19              2      HE    27    13      3
 45786C0D  20   8   u    0       0         19              3      HE    27    13      7
 4538740D  20   8   u    0       0         19              4      HE    29    13      3
 45686C0D  20   8   u    0       0         19              5      HE    27    13      6
 4538480D  20   8   u    0       0         20              0      HE    18    13      3
 45486C0D  20   8   u    0       0         20              1      HE    27    13      4
 4538440D  20   8   u    0       0         20              2      HE    17    13      3
 4558480D  20   8   u    0       0         20              3      HE    18    13      5
 4518480D  20   8   u    0       0         20              4      HE    18    13      1
 4548480D  20   8   u    0       0         20              5      HE    18    13      4
 4518480E  20   8   u    0       0         21              0      HE    18    14      1
 4548480E  20   8   u    0       0         21              1      HE    18    14      4
 4558480E  20   8   u    0       0         21              2      HE    18    14      5
 4538440E  20   8   u    0       0         21              3      HE    17    14      3
 4548700D  20   8   u    0       0         21              4      HE    28    13      4
 4538480E  20   8   u    0       0         21              5      HE    18    14      3
 4578700D  20   8   u    0       0         22              0      HE    28    13      7
 4538700D  20   8   u    0       0         22              1      HE    28    13      3
 4558700D  20   8   u    0       0         22              2      HE    28    13      5
 4568700D  20   8   u    0       0         22              3      HE    28    13      6
 4578680D  20   8   u    0       0         22              4      HE    26    13      7
 4528700D  20   8   u    0       0         22              5      HE    28    13      2
 4518740D  20   8   u    0       0         23              0      HE    29    13      1
 4518700D  20   8   u    0       0         23              1      HE    28    13      1
 4528480E  20   8   u    0       0         23              2      HE    18    14      2
 4528440E  20   8   u    0       0         23              3      HE    17    14      2
 4548400E  20   8   u    0       0         23              4      HE    16    14      4
 4528740D  20   8   u    0       0         23              5      HE    29    13      2
 45284C0B  20   9   u    0       0          1              0      HE    19    11      2
 4538500B  20   9   u    0       0          1              1      HE    20    11      3
 4538580B  20   9   u    0       0          1              2      HE    22    11      3
 4538600B  20   9   u    0       0          1              3      HE    24    11      3
 4528600B  20   9   u    0       0          1              4      HE    24    11      2
 4528680B  20   9   u    0       0          1              5      HE    26    11      2
 4568600B  20   9   u    0       0          2              0      HE    24    11      6
 4558600B  20   9   u    0       0          2              1      HE    24    11      5
 4558680B  20   9   u    0       0          2              2      HE    26    11      5
 4568680B  20   9   u    0       0          2              3      HE    26    11      6
 45384C0B  20   9   u    0       0          2              4      HE    19    11      3
 4538680B  20   9   u    0       0          2              5      HE    26    11      3
 45584C0B  20   9   u    0       0          3              0      HE    19    11      5
 4548680B  20   9   u    0       0          3              1      HE    26    11      4
 4568500B  20   9   u    0       0          3              2      HE    20    11      6
 4558500B  20   9   u    0       0          3              3      HE    20    11      5
 4558580B  20   9   u    0       0          3              4      HE    22    11      5
 4568580B  20   9   u    0       0          3              5      HE    22    11      6
 45184C0B  20   9   u    0       0          4              0      HE    19    11      1
 4518500B  20   9   u    0       0          4              1      HE    20    11      1
 4518580B  20   9   u    0       0          4              2      HE    22    11      1
 4518600B  20   9   u    0       0          4              3      HE    24    11      1
 45484C0B  20   9   u    0       0          4              4      HE    19    11      4
 4518680B  20   9   u    0       0          4              5      HE    26    11      1
 45684C0B  20   9   u    0       0          5              0      HE    19    11      6
 4548600B  20   9   u    0       0          5              1      HE    24    11      4
 4528580B  20   9   u    0       0          5              2      HE    22    11      2
 4528500B  20   9   u    0       0          5              3      HE    20    11      2
 4548580B  20   9   u    0       0          5              4      HE    22    11      4
 4548500B  20   9   u    0       0          5              5      HE    20    11      4
 45584C0C  20   9   u    0       0          6              0      HE    19    12      5
 45684C0C  20   9   u    0       0          6              1      HE    19    12      6
 4528540B  20   9   u    0       0          6              2      HE    21    11      2
 4528500C  20   9   u    0       0          6              3      HE    20    12      2
 4548540B  20   9   u    0       0          6              4      HE    21    11      4
 4548500C  20   9   u    0       0          6              5      HE    20    12      4
 45184C0C  20   9   u    0       0          7              0      HE    19    12      1
 4518500C  20   9   u    0       0          7              1      HE    20    12      1
 4518540B  20   9   u    0       0          7              2      HE    21    11      1
 45185C0B  20   9   u    0       0          7              3      HE    23    11      1
 45484C0C  20   9   u    0       0          7              4      HE    19    12      4
 4518640B  20   9   u    0       0          7              5      HE    25    11      1
 45685C0B  20   9   u    0       0          8              0      HE    23    11      6
 4548640B  20   9   u    0       0          8              1      HE    25    11      4
 4558500C  20   9   u    0       0          8              2      HE    20    12      5
 4568540B  20   9   u    0       0          8              3      HE    21    11      6
 45485C0B  20   9   u    0       0          8              4      HE    23    11      4
 4568500C  20   9   u    0       0          8              5      HE    20    12      6
 4558540B  20   9   u    0       0          9              0      HE    21    11      5
 45585C0B  20   9   u    0       0          9              1      HE    23    11      5
 4568640B  20   9   u    0       0          9              2      HE    25    11      6
 4558640B  20   9   u    0       0          9              3      HE    25    11      5
 45384C0C  20   9   u    0       0          9              4      HE    19    12      3
 4538640B  20   9   u    0       0          9              5      HE    25    11      3
 45284C0C  20   9   u    0       0         10              0      HE    19    12      2
 4538500C  20   9   u    0       0         10              1      HE    20    12      3
 4538540B  20   9   u    0       0         10              2      HE    21    11      3
 45385C0B  20   9   u    0       0         10              3      HE    23    11      3
 45285C0B  20   9   u    0       0         10              4      HE    23    11      2
 4528640B  20   9   u    0       0         10              5      HE    25    11      2
 4E2298B0  20   9   u    0       0         11              0 CALIB_HE     1    11      0
 4E2298B1  20   9   u    0       0         11              1 CALIB_HE     1    11      1
 4E2298B2  20   9   u    0       0         11              2 CALIB_HE     1    11      2
 4E2298B3  20   9   u    0       0         11              3 CALIB_HE     1    11      3
 4E2298B4  20   9   u    0       0         11              4 CALIB_HE     1    11      4
 4E2298B5  20   9   u    0       0         11              5 CALIB_HE     1    11      5
 45284C0D  20   9   u    0       0         13              0      HE    19    13      2
 4538500D  20   9   u    0       0         13              1      HE    20    13      3
 4538540D  20   9   u    0       0         13              2      HE    21    13      3
 45385C0D  20   9   u    0       0         13              3      HE    23    13      3
 45285C0D  20   9   u    0       0         13              4      HE    23    13      2
 4528640D  20   9   u    0       0         13              5      HE    25    13      2
 45685C0D  20   9   u    0       0         14              0      HE    23    13      6
 45585C0D  20   9   u    0       0         14              1      HE    23    13      5
 4558640D  20   9   u    0       0         14              2      HE    25    13      5
 4568640D  20   9   u    0       0         14              3      HE    25    13      6
 45384C0D  20   9   u    0       0         14              4      HE    19    13      3
 4538640D  20   9   u    0       0         14              5      HE    25    13      3
 45584C0D  20   9   u    0       0         15              0      HE    19    13      5
 4548640D  20   9   u    0       0         15              1      HE    25    13      4
 4568500D  20   9   u    0       0         15              2      HE    20    13      6
 4558500D  20   9   u    0       0         15              3      HE    20    13      5
 4558540D  20   9   u    0       0         15              4      HE    21    13      5
 4568540D  20   9   u    0       0         15              5      HE    21    13      6
 45184C0D  20   9   u    0       0         16              0      HE    19    13      1
 4518500D  20   9   u    0       0         16              1      HE    20    13      1
 4518540D  20   9   u    0       0         16              2      HE    21    13      1
 45185C0D  20   9   u    0       0         16              3      HE    23    13      1
 45484C0D  20   9   u    0       0         16              4      HE    19    13      4
 4518640D  20   9   u    0       0         16              5      HE    25    13      1
 45684C0D  20   9   u    0       0         17              0      HE    19    13      6
 45485C0D  20   9   u    0       0         17              1      HE    23    13      4
 4528540D  20   9   u    0       0         17              2      HE    21    13      2
 4528500D  20   9   u    0       0         17              3      HE    20    13      2
 4548540D  20   9   u    0       0         17              4      HE    21    13      4
 4548500D  20   9   u    0       0         17              5      HE    20    13      4
 45584C0E  20   9   u    0       0         18              0      HE    19    14      5
 45684C0E  20   9   u    0       0         18              1      HE    19    14      6
 4528580D  20   9   u    0       0         18              2      HE    22    13      2
 4528500E  20   9   u    0       0         18              3      HE    20    14      2
 4548580D  20   9   u    0       0         18              4      HE    22    13      4
 4548500E  20   9   u    0       0         18              5      HE    20    14      4
 45184C0E  20   9   u    0       0         19              0      HE    19    14      1
 4518500E  20   9   u    0       0         19              1      HE    20    14      1
 4518580D  20   9   u    0       0         19              2      HE    22    13      1
 4518600D  20   9   u    0       0         19              3      HE    24    13      1
 45484C0E  20   9   u    0       0         19              4      HE    19    14      4
 4518680D  20   9   u    0       0         19              5      HE    26    13      1
 4568600D  20   9   u    0       0         20              0      HE    24    13      6
 4548680D  20   9   u    0       0         20              1      HE    26    13      4
 4558500E  20   9   u    0       0         20              2      HE    20    14      5
 4568580D  20   9   u    0       0         20              3      HE    22    13      6
 4548600D  20   9   u    0       0         20              4      HE    24    13      4
 4568500E  20   9   u    0       0         20              5      HE    20    14      6
 4558580D  20   9   u    0       0         21              0      HE    22    13      5
 4558600D  20   9   u    0       0         21              1      HE    24    13      5
 4568680D  20   9   u    0       0         21              2      HE    26    13      6
 4558680D  20   9   u    0       0         21              3      HE    26    13      5
 45384C0E  20   9   u    0       0         21              4      HE    19    14      3
 4538680D  20   9   u    0       0         21              5      HE    26    13      3
 45284C0E  20   9   u    0       0         22              0      HE    19    14      2
 4538500E  20   9   u    0       0         22              1      HE    20    14      3
 4538580D  20   9   u    0       0         22              2      HE    22    13      3
 4538600D  20   9   u    0       0         22              3      HE    24    13      3
 4528600D  20   9   u    0       0         22              4      HE    24    13      2
 4528680D  20   9   u    0       0         22              5      HE    26    13      2
 4E2298B6  20   9   u    0       0         23              0 CALIB_HE     1    11      6
 4318280F  20  10   u    0       0          4              0      HB    10    15      1
 4318180F  20  10   u    0       0          4              1      HB     6    15      1
 4318080F  20  10   u    0       0          4              2      HB     2    15      1
 43182810  20  10   u    0       0          5              0      HB    10    16      1
 43181810  20  10   u    0       0          5              1      HB     6    16      1
 43180810  20  10   u    0       0          5              2      HB     2    16      1
 43182811  20  10   u    0       0          6              0      HB    10    17      1
 43181811  20  10   u    0       0          6              1      HB     6    17      1
 43180811  20  10   u    0       0          6              2      HB     2    17      1
 43182812  20  10   u    0       0          7              0      HB    10    18      1
 43181812  20  10   u    0       0          7              1      HB     6    18      1
 43180812  20  10   u    0       0          7              2      HB     2    18      1
 4318200F  20  10   u    0       0          8              0      HB     8    15      1
 4318100F  20  10   u    0       0          8              1      HB     4    15      1
 4318300F  20  10   u    0       0          8              2      HB    12    15      1
 43182010  20  10   u    0       0          9              0      HB     8    16      1
 43181010  20  10   u    0       0          9              1      HB     4    16      1
 43183010  20  10   u    0       0          9              2      HB    12    16      1
 43182011  20  10   u    0       0         10              0      HB     8    17      1
 43181011  20  10   u    0       0         10              1      HB     4    17      1
 43183011  20  10   u    0       0         10              2      HB    12    17      1
 43182012  20  10   u    0       0         11              0      HB     8    18      1
 43181012  20  10   u    0       0         11              1      HB     4    18      1
 43183012  20  10   u    0       0         11              2      HB    12    18      1
 43182C0F  20  10   u    0       0         12              0      HB    11    15      1
 43181C0F  20  10   u    0       0         12              1      HB     7    15      1
 43180C0F  20  10   u    0       0         12              2      HB     3    15      1
 43182C10  20  10   u    0       0         13              0      HB    11    16      1
 43181C10  20  10   u    0       0         13              1      HB     7    16      1
 43180C10  20  10   u    0       0         13              2      HB     3    16      1
 43182C11  20  10   u    0       0         14              0      HB    11    17      1
 43181C11  20  10   u    0       0         14              1      HB     7    17      1
 43180C11  20  10   u    0       0         14              2      HB     3    17      1
 43182C12  20  10   u    0       0         15              0      HB    11    18      1
 43181C12  20  10   u    0       0         15              1      HB     7    18      1
 43180C12  20  10   u    0       0         15              2      HB     3    18      1
 4318140F  20  10   u    0       0         16              0      HB     5    15      1
 4318040F  20  10   u    0       0         16              1      HB     1    15      1
 4318240F  20  10   u    0       0         16              2      HB     9    15      1
 43181410  20  10   u    0       0         17              0      HB     5    16      1
 43180410  20  10   u    0       0         17              1      HB     1    16      1
 43182410  20  10   u    0       0         17              2      HB     9    16      1
 43181411  20  10   u    0       0         18              0      HB     5    17      1
 43180411  20  10   u    0       0         18              1      HB     1    17      1
 43182411  20  10   u    0       0         18              2      HB     9    17      1
 43181412  20  10   u    0       0         19              0      HB     5    18      1
 43180412  20  10   u    0       0         19              1      HB     1    18      1
 43182412  20  10   u    0       0         19              2      HB     9    18      1
 4328400F  20  11   u    0       0          2              0      HB    16    15      2
 43283C0F  20  11   u    0       0          2              1      HB    15    15      2
 4318380F  20  11   u    0       0          2              2      HB    14    15      1
 43183C0F  20  11   u    0       0          3              0      HB    15    15      1
 4318340F  20  11   u    0       0          3              1      HB    13    15      1
 4318400F  20  11   u    0       0          3              2      HB    16    15      1
 43284010  20  11   u    0       0          4              0      HB    16    16      2
 43283C10  20  11   u    0       0          4              1      HB    15    16      2
 43183810  20  11   u    0       0          4              2      HB    14    16      1
 43183C10  20  11   u    0       0          5              0      HB    15    16      1
 43183410  20  11   u    0       0          5              1      HB    13    16      1
 43184010  20  11   u    0       0          5              2      HB    16    16      1
 43284011  20  11   u    0       0          6              0      HB    16    17      2
 43283C11  20  11   u    0       0          6              1      HB    15    17      2
 43183811  20  11   u    0       0          6              2      HB    14    17      1
 43183C11  20  11   u    0       0          7              0      HB    15    17      1
 43183411  20  11   u    0       0          7              1      HB    13    17      1
 43184011  20  11   u    0       0          7              2      HB    16    17      1
 43284012  20  11   u    0       0          8              0      HB    16    18      2
 43283C12  20  11   u    0       0          8              1      HB    15    18      2
 43183812  20  11   u    0       0          8              2      HB    14    18      1
 43183C12  20  11   u    0       0          9              0      HB    15    18      1
 43183412  20  11   u    0       0          9              1      HB    13    18      1
 43184012  20  11   u    0       0          9              2      HB    16    18      1
 4E2258F0  20  11   u    0       0         10              0 CALIB_HB     1    15      0
 4E2258F1  20  11   u    0       0         10              1 CALIB_HB     1    15      1
 4E2258F2  20  11   u    0       0         10              2 CALIB_HB     1    15      2
 4518740F  20  11   u    0       0         12              0      HE    29    15      1
 4518700F  20  11   u    0       0         12              1      HE    28    15      1
 4528480F  20  11   u    0       0         12              2      HE    18    15      2
 4528440F  20  11   u    0       0         12              3      HE    17    15      2
 4548400F  20  11   u    0       0         12              4      HE    16    15      4
 4528740F  20  11   u    0       0         12              5      HE    29    15      2
 4528700F  20  11   u    0       0         13              0      HE    28    15      2
 4558700F  20  11   u    0       0         13              1      HE    28    15      5
 4538700F  20  11   u    0       0         13              2      HE    28    15      3
 4578700F  20  11   u    0       0         13              3      HE    28    15      7
 4578680F  20  11   u    0       0         13              4      HE    26    15      7
 4568700F  20  11   u    0       0         13              5      HE    28    15      6
 4538480F  20  11   u    0       0         14              0      HE    18    15      3
 4548700F  20  11   u    0       0         14              1      HE    28    15      4
 4538440F  20  11   u    0       0         14              2      HE    17    15      3
 4558480F  20  11   u    0       0         14              3      HE    18    15      5
 4518480F  20  11   u    0       0         14              4      HE    18    15      1
 4548480F  20  11   u    0       0         14              5      HE    18    15      4
 45184810  20  11   u    0       0         15              0      HE    18    16      1
 45484810  20  11   u    0       0         15              1      HE    18    16      4
 45584810  20  11   u    0       0         15              2      HE    18    16      5
 45384410  20  11   u    0       0         15              3      HE    17    16      3
 45486C0F  20  11   u    0       0         15              4      HE    27    15      4
 45384810  20  11   u    0       0         15              5      HE    18    16      3
 45786C0F  20  11   u    0       0         16              0      HE    27    15      7
 45386C0F  20  11   u    0       0         16              1      HE    27    15      3
 45586C0F  20  11   u    0       0         16              2      HE    27    15      5
 45686C0F  20  11   u    0       0         16              3      HE    27    15      6
 4538740F  20  11   u    0       0         16              4      HE    29    15      3
 45186C0F  20  11   u    0       0         17              0      HE    27    15      1
 45284810  20  11   u    0       0         17              2      HE    18    16      2
 45284410  20  11   u    0       0         17              3      HE    17    16      2
 45484010  20  11   u    0       0         17              4      HE    16    16      4
 45286C0F  20  11   u    0       0         17              5      HE    27    15      2
 45186C11  20  11   u    0       0         18              0      HE    27    17      1
 45284811  20  11   u    0       0         18              2      HE    18    17      2
 45284411  20  11   u    0       0         18              3      HE    17    17      2
 45484011  20  11   u    0       0         18              4      HE    16    17      4
 45286C11  20  11   u    0       0         18              5      HE    27    17      2
 45586C11  20  11   u    0       0         19              1      HE    27    17      5
 45386C11  20  11   u    0       0         19              2      HE    27    17      3
 45786C11  20  11   u    0       0         19              3      HE    27    17      7
 45387411  20  11   u    0       0         19              4      HE    29    17      3
 45686C11  20  11   u    0       0         19              5      HE    27    17      6
 45384811  20  11   u    0       0         20              0      HE    18    17      3
 45486C11  20  11   u    0       0         20              1      HE    27    17      4
 45384411  20  11   u    0       0         20              2      HE    17    17      3
 45584811  20  11   u    0       0         20              3      HE    18    17      5
 45184811  20  11   u    0       0         20              4      HE    18    17      1
 45484811  20  11   u    0       0         20              5      HE    18    17      4
 45184812  20  11   u    0       0         21              0      HE    18    18      1
 45484812  20  11   u    0       0         21              1      HE    18    18      4
 45584812  20  11   u    0       0         21              2      HE    18    18      5
 45384412  20  11   u    0       0         21              3      HE    17    18      3
 45487011  20  11   u    0       0         21              4      HE    28    17      4
 45384812  20  11   u    0       0         21              5      HE    18    18      3
 45787011  20  11   u    0       0         22              0      HE    28    17      7
 45387011  20  11   u    0       0         22              1      HE    28    17      3
 45587011  20  11   u    0       0         22              2      HE    28    17      5
 45687011  20  11   u    0       0         22              3      HE    28    17      6
 45786811  20  11   u    0       0         22              4      HE    26    17      7
 45287011  20  11   u    0       0         22              5      HE    28    17      2
 45187411  20  11   u    0       0         23              0      HE    29    17      1
 45187011  20  11   u    0       0         23              1      HE    28    17      1
 45284812  20  11   u    0       0         23              2      HE    18    18      2
 45284412  20  11   u    0       0         23              3      HE    17    18      2
 45484012  20  11   u    0       0         23              4      HE    16    18      4
 45287411  20  11   u    0       0         23              5      HE    29    17      2
 45284C0F  20  12   u    0       0          1              0      HE    19    15      2
 4538500F  20  12   u    0       0          1              1      HE    20    15      3
 4538580F  20  12   u    0       0          1              2      HE    22    15      3
 4538600F  20  12   u    0       0          1              3      HE    24    15      3
 4528600F  20  12   u    0       0          1              4      HE    24    15      2
 4528680F  20  12   u    0       0          1              5      HE    26    15      2
 4568600F  20  12   u    0       0          2              0      HE    24    15      6
 4558600F  20  12   u    0       0          2              1      HE    24    15      5
 4558680F  20  12   u    0       0          2              2      HE    26    15      5
 4568680F  20  12   u    0       0          2              3      HE    26    15      6
 45384C0F  20  12   u    0       0          2              4      HE    19    15      3
 4538680F  20  12   u    0       0          2              5      HE    26    15      3
 45584C0F  20  12   u    0       0          3              0      HE    19    15      5
 4548680F  20  12   u    0       0          3              1      HE    26    15      4
 4568500F  20  12   u    0       0          3              2      HE    20    15      6
 4558500F  20  12   u    0       0          3              3      HE    20    15      5
 4558580F  20  12   u    0       0          3              4      HE    22    15      5
 4568580F  20  12   u    0       0          3              5      HE    22    15      6
 45184C0F  20  12   u    0       0          4              0      HE    19    15      1
 4518500F  20  12   u    0       0          4              1      HE    20    15      1
 4518580F  20  12   u    0       0          4              2      HE    22    15      1
 4518600F  20  12   u    0       0          4              3      HE    24    15      1
 45484C0F  20  12   u    0       0          4              4      HE    19    15      4
 4518680F  20  12   u    0       0          4              5      HE    26    15      1
 45684C0F  20  12   u    0       0          5              0      HE    19    15      6
 4548600F  20  12   u    0       0          5              1      HE    24    15      4
 4528580F  20  12   u    0       0          5              2      HE    22    15      2
 4528500F  20  12   u    0       0          5              3      HE    20    15      2
 4548580F  20  12   u    0       0          5              4      HE    22    15      4
 4548500F  20  12   u    0       0          5              5      HE    20    15      4
 45584C10  20  12   u    0       0          6              0      HE    19    16      5
 45684C10  20  12   u    0       0          6              1      HE    19    16      6
 4528540F  20  12   u    0       0          6              2      HE    21    15      2
 45285010  20  12   u    0       0          6              3      HE    20    16      2
 4548540F  20  12   u    0       0          6              4      HE    21    15      4
 45485010  20  12   u    0       0          6              5      HE    20    16      4
 45184C10  20  12   u    0       0          7              0      HE    19    16      1
 45185010  20  12   u    0       0          7              1      HE    20    16      1
 4518540F  20  12   u    0       0          7              2      HE    21    15      1
 45185C0F  20  12   u    0       0          7              3      HE    23    15      1
 45484C10  20  12   u    0       0          7              4      HE    19    16      4
 4518640F  20  12   u    0       0          7              5      HE    25    15      1
 45685C0F  20  12   u    0       0          8              0      HE    23    15      6
 4548640F  20  12   u    0       0          8              1      HE    25    15      4
 45585010  20  12   u    0       0          8              2      HE    20    16      5
 4568540F  20  12   u    0       0          8              3      HE    21    15      6
 45485C0F  20  12   u    0       0          8              4      HE    23    15      4
 45685010  20  12   u    0       0          8              5      HE    20    16      6
 4558540F  20  12   u    0       0          9              0      HE    21    15      5
 45585C0F  20  12   u    0       0          9              1      HE    23    15      5
 4568640F  20  12   u    0       0          9              2      HE    25    15      6
 4558640F  20  12   u    0       0          9              3      HE    25    15      5
 45384C10  20  12   u    0       0          9              4      HE    19    16      3
 4538640F  20  12   u    0       0          9              5      HE    25    15      3
 45284C10  20  12   u    0       0         10              0      HE    19    16      2
 45385010  20  12   u    0       0         10              1      HE    20    16      3
 4538540F  20  12   u    0       0         10              2      HE    21    15      3
 45385C0F  20  12   u    0       0         10              3      HE    23    15      3
 45285C0F  20  12   u    0       0         10              4      HE    23    15      2
 4528640F  20  12   u    0       0         10              5      HE    25    15      2
 4E2298F0  20  12   u    0       0         11              0 CALIB_HE     1    15      0
 4E2298F1  20  12   u    0       0         11              1 CALIB_HE     1    15      1
 4E2298F2  20  12   u    0       0         11              2 CALIB_HE     1    15      2
 4E2298F3  20  12   u    0       0         11              3 CALIB_HE     1    15      3
 4E2298F4  20  12   u    0       0         11              4 CALIB_HE     1    15      4
 4E2298F5  20  12   u    0       0         11              5 CALIB_HE     1    15      5
 45284C11  20  12   u    0       0         13              0      HE    19    17      2
 45385011  20  12   u    0       0         13              1      HE    20    17      3
 45385411  20  12   u    0       0         13              2      HE    21    17      3
 45385C11  20  12   u    0       0         13              3      HE    23    17      3
 45285C11  20  12   u    0       0         13              4      HE    23    17      2
 45286411  20  12   u    0       0         13              5      HE    25    17      2
 45685C11  20  12   u    0       0         14              0      HE    23    17      6
 45585C11  20  12   u    0       0         14              1      HE    23    17      5
 45586411  20  12   u    0       0         14              2      HE    25    17      5
 45686411  20  12   u    0       0         14              3      HE    25    17      6
 45384C11  20  12   u    0       0         14              4      HE    19    17      3
 45386411  20  12   u    0       0         14              5      HE    25    17      3
 45584C11  20  12   u    0       0         15              0      HE    19    17      5
 45486411  20  12   u    0       0         15              1      HE    25    17      4
 45685011  20  12   u    0       0         15              2      HE    20    17      6
 45585011  20  12   u    0       0         15              3      HE    20    17      5
 45585411  20  12   u    0       0         15              4      HE    21    17      5
 45685411  20  12   u    0       0         15              5      HE    21    17      6
 45184C11  20  12   u    0       0         16              0      HE    19    17      1
 45185011  20  12   u    0       0         16              1      HE    20    17      1
 45185411  20  12   u    0       0         16              2      HE    21    17      1
 45185C11  20  12   u    0       0         16              3      HE    23    17      1
 45484C11  20  12   u    0       0         16              4      HE    19    17      4
 45186411  20  12   u    0       0         16              5      HE    25    17      1
 45684C11  20  12   u    0       0         17              0      HE    19    17      6
 45485C11  20  12   u    0       0         17              1      HE    23    17      4
 45285411  20  12   u    0       0         17              2      HE    21    17      2
 45285011  20  12   u    0       0         17              3      HE    20    17      2
 45485411  20  12   u    0       0         17              4      HE    21    17      4
 45485011  20  12   u    0       0         17              5      HE    20    17      4
 45584C12  20  12   u    0       0         18              0      HE    19    18      5
 45684C12  20  12   u    0       0         18              1      HE    19    18      6
 45285811  20  12   u    0       0         18              2      HE    22    17      2
 45285012  20  12   u    0       0         18              3      HE    20    18      2
 45485811  20  12   u    0       0         18              4      HE    22    17      4
 45485012  20  12   u    0       0         18              5      HE    20    18      4
 45184C12  20  12   u    0       0         19              0      HE    19    18      1
 45185012  20  12   u    0       0         19              1      HE    20    18      1
 45185811  20  12   u    0       0         19              2      HE    22    17      1
 45186011  20  12   u    0       0         19              3      HE    24    17      1
 45484C12  20  12   u    0       0         19              4      HE    19    18      4
 45186811  20  12   u    0       0         19              5      HE    26    17      1
 45686011  20  12   u    0       0         20              0      HE    24    17      6
 45486811  20  12   u    0       0         20              1      HE    26    17      4
 45585012  20  12   u    0       0         20              2      HE    20    18      5
 45685811  20  12   u    0       0         20              3      HE    22    17      6
 45486011  20  12   u    0       0         20              4      HE    24    17      4
 45685012  20  12   u    0       0         20              5      HE    20    18      6
 45585811  20  12   u    0       0         21              0      HE    22    17      5
 45586011  20  12   u    0       0         21              1      HE    24    17      5
 45686811  20  12   u    0       0         21              2      HE    26    17      6
 45586811  20  12   u    0       0         21              3      HE    26    17      5
 45384C12  20  12   u    0       0         21              4      HE    19    18      3
 45386811  20  12   u    0       0         21              5      HE    26    17      3
 45284C12  20  12   u    0       0         22              0      HE    19    18      2
 45385012  20  12   u    0       0         22              1      HE    20    18      3
 45385811  20  12   u    0       0         22              2      HE    22    17      3
 45386011  20  12   u    0       0         22              3      HE    24    17      3
 45286011  20  12   u    0       0         22              4      HE    24    17      2
 45286811  20  12   u    0       0         22              5      HE    26    17      2
 4E2298F6  20  12   u    0       0         23              0 CALIB_HE     1    15      6
 43102816  21   1   u    0       0          4              0      HB   -10    22      1
 43101816  21   1   u    0       0          4              1      HB    -6    22      1
 43100816  21   1   u    0       0          4              2      HB    -2    22      1
 43102815  21   1   u    0       0          5              0      HB   -10    21      1
 43101815  21   1   u    0       0          5              1      HB    -6    21      1
 43100815  21   1   u    0       0          5              2      HB    -2    21      1
